t,u,r,time_s
1780876731.464578,-0.05,-0.08876150092517159,11.97869873046875
1780876731.5641406,-0.05,-0.08641659696646577,12.078261375427246
1780876731.663935,-0.05,-0.08456380277246874,12.178055763244629
1780876731.763981,-0.05,-0.0835867271567808,12.278101921081543
1780876731.8639274,-0.05,-0.08147851220969546,12.378048181533813
1780876731.9640434,-0.05,-0.07964366366773887,12.478164196014404
1780876732.0638604,-0.05,-0.07771031997319368,12.577981233596802
1780876732.1641169,-0.05,-0.07648244504228324,12.678237676620483
1780876732.2639868,-0.05,-0.07518163597305706,12.778107643127441
1780876732.3642817,-0.05,-0.07393263235943257,12.878402471542358
1780876732.4639497,-0.05,-0.07291176887873785,12.978070497512817
1780876732.5644174,-0.05,-0.0712673018532786,13.078538179397583
1780876732.6639862,-0.05,-0.0696390688559269,13.178107023239136
1780876732.7640388,-0.05,-0.06802809889417484,13.278159618377686
1780876732.8640568,-0.05,-0.06685949172785471,13.378177642822266
1780876732.9640064,-0.05,-0.06505682772247398,13.478127241134644
1780876733.0638466,-0.05,-0.06380033237902005,13.577967405319214
1780876733.1644251,-0.05,-0.06345387435824165,13.678545951843262
1780876733.2639148,-0.05,-0.061734666278437635,13.778035640716553
1780876733.364028,-0.05,-0.06095634277480725,13.878148794174194
1780876733.4639113,-0.05,-0.060581546602614486,13.978032112121582
1780876733.5647905,-0.05,-0.058643460064265206,14.078911304473877
1780876733.663939,-0.05,-0.057995589549986896,14.178059816360474
1780876733.7638168,-0.05,-0.0562576181263626,14.277937650680542
1780876733.8638432,-0.05,-0.055917176774142936,14.37796401977539
1780876733.9639275,-0.05,-0.05410444402680756,14.478048324584961
1780876734.0640068,-0.05,-0.05331078733903261,14.57812762260437
1780876734.1638823,-0.05,-0.05172825353830035,14.678003072738647
1780876734.2639232,-0.05,-0.050808507937248226,14.778043985366821
1780876734.36428,-0.1,-0.04902463645417744,14.878400802612305
1780876734.4646094,-0.1,-0.04762422966982694,14.978730201721191
1780876734.5641646,-0.1,-0.045956379279077975,15.078285455703735
1780876734.6638658,-0.1,-0.044412214413554585,15.17798662185669
1780876734.7638638,-0.1,-0.043158747593998195,15.277984619140625
1780876734.8637729,-0.1,-0.04170881597595447,15.377893686294556
1780876734.9644365,-0.1,-0.04039944842571699,15.478557348251343
1780876735.0639448,-0.1,-0.03831204246630292,15.578065633773804
1780876735.1638846,-0.1,-0.03675767171658129,15.678005456924438
1780876735.2641125,-0.1,-0.03507211177891099,15.778233289718628
1780876735.3639264,-0.1,-0.03369097932718566,15.878047227859497
1780876735.4639425,-0.1,-0.03209904514661934,15.978063344955444
1780876735.5639105,-0.1,-0.030730284058156858,16.078031301498413
1780876735.6637843,-0.1,-0.029053215727264454,16.177905082702637
1780876735.7638857,-0.1,-0.027977309750936773,16.278006553649902
1780876735.8639717,-0.1,-0.0266784517103269,16.378092527389526
1780876735.9638028,-0.1,-0.025105507729583178,16.47792363166809
1780876736.0640776,-0.1,-0.023534539536209646,16.578198432922363
1780876736.1641104,-0.1,-0.02207966130546726,16.678231239318848
1780876736.263816,-0.1,-0.020913996073707947,16.777936935424805
1780876736.3638284,-0.1,-0.01931226508842148,16.877949237823486
1780876736.4639335,-0.1,-0.01799412443264846,16.97805428504944
1780876736.5643456,-0.1,-0.016703161917194863,17.078466415405273
1780876736.6639402,-0.1,-0.009660772603858352,17.17806100845337
1780876736.764018,-0.1,-0.01,17.278138875961304
1780876736.8643172,-0.1,-0.01,17.378437995910645
1780876736.9642997,-0.1,-0.01,17.47842049598694
1780876737.063941,-0.1,-0.01,17.578061819076538
1780876737.1642554,-0.1,-0.01,17.67837619781494
1780876737.2639148,-0.1,-0.01,17.778035640716553
1780876737.363957,-0.1,-0.01,17.878077745437622
1780876737.4637914,-0.1,-0.01,17.977912187576294
1780876737.563936,-0.1,-0.01,18.078056812286377
1780876737.6639318,-0.1,-0.01,18.1780526638031
1780876737.7639887,-0.1,-0.01,18.278109550476074
1780876737.8639276,-0.1,-0.01,18.378048419952393
1780876737.9639437,-0.1,-0.0029766673751771954,18.47806453704834
1780876738.0638142,-0.1,-0.0026429705166370492,18.577934980392456
1780876738.164791,-0.1,-0.0018097845196284957,18.678911924362183
1780876738.2639742,-0.1,0.0009268905415810592,18.77809500694275
